동서 골프&휘트니스,서울특별시 용산구 청파로 312 (청파동1가)
맥스 퍼스널 트레이닝 스튜디오(271),"서울특별시 강남구 언주로 314,  501호 (역삼동,강남프라자)"
타워토탈 휘트니스,"서울특별시 강동구 동남로73길 26 (명일동, 명일씨티코아B1, 53호)"
체대입시FA 성북캠퍼스,"서울특별시 성북구 보문로30길 71, 패션빌딩 지하1층 (동선동2가)"
초콜릿 휘트니스,"서울특별시 광진구 능동로 373, 3층 (중곡동)"
Finest Private Gym,"서울특별시 서초구 서래로 2 (반포동, (2층))"
스타칼리 휘트니스 연희점,서울특별시 서대문구 연희로 82 (연희동)
바디 퍼포먼스 짐,서울특별시 광진구 구의강변로 86 (구의동)
(주)센터원웰니스,서울특별시 중구 을지로5길 26 (수하동)
JACEANNA Personal training(269),서울특별시 강남구 테헤란로33길 31 (역삼동)
위아더 휘트니스,"서울특별시 서초구 방배중앙로 187 (방배동, (2,3층))"
TNK BODYSCHOOL,"서울특별시 마포구 마포대로 173, 지층 (공덕동, 현대하이엘)"
아트짐 신정점,"서울특별시 양천구 중앙로 251, B201호 (신정동)"
제이엘스포츠,"서울특별시 중구 명동길 55, 1동 14층 (명동1가)"
CMB피트니스,"서울특별시 관악구 난곡로 100, 102~105호 (신림동, 파로스프라자)"
황금스파,"서울특별시 중구 청계천로 지하 400, 메가홀동 2층 2002호 (황학동, 롯데베네치아)"
어반액티브,"서울특별시 서초구 효령로31길 10 (방배동,(3층))"
아워 피트니스(Our Fitness),"서울특별시 관악구 남부순환로 1793 (봉천동,백광빌딩 지하1,2층)"
클럽케이 서울 휘트니스,"서울특별시 강남구 선릉로 524 (삼성동,대림아크로텔 B201)"
파크짐,서울특별시 중구 다산로 104 (신당동)
삼성 피트니스 그레이,서울특별시 강동구 천호대로 1193 (길동)
스포존,"서울특별시 송파구 충민로 52, 지하1층 (문정동)"
C&S휘트니스,"서울특별시 서초구 사임당로 32  (서초동,(지1층))"
Back Fituess,"서울특별시 송파구 중대로 187 (가락동, 가락빌딩 2,3층)"
SMART GYM,"서울특별시 동작구 만양로 14, 지층 (상도동)"
(주)엠브이피짐,"서울특별시 강남구 도곡로 204 (도곡동,동신빌딩 B1)"
DAGYM-FITNESS,"서울특별시 양천구 등촌로 172, 등촌빌딩 3층 (목동)"
커브스잠실나루클럽,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 1동 4층 1호 (신천동)"
피트니스팩토리24 수유4호점,"서울특별시 강북구 한천로139길 42, 4층 (수유동, 영남빌딩)"
비컴스 피트니스 목동점,서울 양천구 목동서로 256 동문빌딩 B1
더블케이짐,"서울특별시 강남구 도산대로11길 28 (신사동,지하1층)"
헬스-라이프,"서울특별시 강서구 강서로17다길 24, 1층층 (화곡동)"
아이언 휘트니스 상계점,"서울특별시 노원구 동일로218길 41 (상계동,영보빌딩 2층)"
을지 휘트니스,을지 휘트니스
커브스 삼성클럽(264),"서울특별시 강남구 선릉로126길 14  (삼성동,예우빌딩 3층)"
제스트짐,서울특별시 강동구 풍성로38길 9 (성내동)
애플짐 휘트니스(263),"서울특별시 강남구 선릉로 340  (대치동,대치EM프라자 B101,B102,B201)"
피트니스나인,"서울특별시 강남구 남부순환로 2615 (도곡동,스타클래스 지하2층)"
NKB PT GYM,"서울특별시 서초구 서초대로25길 지하 27 (방배동, 배양빌딩)"
왕십리역점 스포애니 주)케이디스포츠,"서울특별시 성동구 왕십리로 326, 지하1층 (도선동)"
헬스 IHL PT studio,"서울특별시 강남구 학동로97길 42 (청담동,키즈12 빌딩 6층)"
바디 디자인샵,서울특별시 동작구 국사봉1길 12 (상도동)
착한휘트니스(신설동점),서울특별시 종로구 숭인동길 21 (숭인동)
에이 컵(A cub),"서울특별시 강남구 학동로 522 (삼성동,2,3층)"
스타칼리 휘트니스 역촌점,"서울특별시 은평구 진흥로1길 28, 2층 (역촌동, 아그네스 풍림아이원)"
크리스탈 휘트니스(258),서울특별시 강남구 테헤란로57길 21 (역삼동)
GYM1ST(짐퍼스트),"서울특별시 송파구 중대로 68, 7층 (문정동)"
피트니스팩토리24 양재점,"서울특별시 서초구 강남대로 156-1, 극동빌딩  4,5층 (양재동)"
브이핏,"서울특별시 양천구 목동서로 133-2, 목동하나프라자 1201호 (목동)"
라이프스포츠,"서울특별시 양천구 오목로 160, A동 B03~07호 (신정동, 신호아파트)"
더베스트짐,"서울특별시 서초구 논현로 79 (양재동,윈드스톤오피스텔(지1층))"
더 스페셜 짐,"서울특별시 관악구 남부순환로 1734, 7,8층 (봉천동)"
튼튼해짐,"서울특별시 송파구 위례성대로20길 27, 2층 (오금동)"
주식회사 고릴라멀티짐,"서울특별시 중랑구 망우로30길 3, 안산빌딩 2층 (상봉동)"
바디메이크업(256),서울특별시 서초구 강남대로 479 (반포동)
JP Gym(255),서울특별시 강남구 선릉로157길 14-3 (신사동)
이루어짐 대림점,서울특별시 영등포구 대림로 212 (대림동)
고릴라 멀티짐,"서울특별시 성동구 행당로 75, 행당동 대림아파트 6층 (행당동)"
제이짐 휘트니스클럽,"서울특별시 구로구 경인로 565 (구로동,B01)"
주식회사 영자피트니스 썬프라자,"서울특별시 영등포구 신길로 39, 썬프라자 (대림동)"
쌍문역점 스포애니 주)케이디스포츠,"서울특별시 도봉구 도봉로 468, 405호 (창동)"
고투 수서점,"서울특별시 강남구 개포로 615 (개포동,석탑프라자 7층)"
PT하우스(253),"서울특별시 강남구 선릉로 842  (청담동,4층)"
킹스짐,서울특별시 서대문구 홍은중앙로 115 (홍은동)
VIP 휘트니스 서대문구,"서울특별시 서대문구 경기대로 68, 동신빌딩 2,3층 (충정로2가)"
카인드짐 24시 휘트니스&스쿼시 먹골역점,"서울특별시 중랑구 숙선옹주로 6-9, 101동 지하2층 (묵동, 묵동자이아파트1단지)"
송파커브스,"서울특별시 송파구 가락로 205, 3층 (송파동)"
FITNESS인,"서울특별시 노원구 한글비석로 269 (중계동,지1층)"
MK 휘트니스(250),"서울특별시 강남구 봉은사로 129-1 (논현동,지하2층)"
슈퍼스타 휘트니스 도봉구,서울 도봉구 덕릉로 221 2층
J Gym(249),"서울특별시 강남구 도곡로63길 34  (대치동,요안빌딩 지하1층)"
밀레니엄짐 플러스,"서울특별시 마포구 월드컵북로56길 9, 지하1층 (상암동, (주)우리기술사옥)"
스페이스본 휘트니스센터,"서울특별시 종로구 사직로8길 4, 301동 지하2층 (사직동, 광화문풍림스페이스본)"
피트니스 라운지 도곡점,"서울특별시 강남구 언주로30길 21, B201-2호 (도곡동, 아카데미스위트)"
JUST 1 PERSONAL TRAINING,"서울특별시 송파구 석촌호수로 160, 5층 (삼전동)"
비나이더 둔촌동역점,"서울특별시 강동구 양재대로89길 16 (성내동, 파크프라자)"
스포테라,"서울특별시 강남구 영동대로 416 (대치동,코스모타워 지하2층)"
미도휘트니스(246),"서울특별시 강남구 남부순환로 3032 (대치동,미도상가 202-2호)"
위드짐 한남점(WITHGYM),서울특별시 용산구 대사관로 34 (한남동)
스타트레인(244),"서울특별시 강남구 논현로 804  (신사동,서울빌딩 3층)"
위트짐,"서울특별시 양천구 등촌로 102-1 (목동,2층)"
마이짐(MY GYM),"서울특별시 서초구 방배로42길 61  (방배동,(지1층))"
카인드짐,"서울특별시 송파구 백제고분로 501, 지하2층 (방이동)"
핏블리짐 오류본점,"서울특별시 구로구 경인로 240, 예성라온팰리스 101동 2층 (오류동)"
GOTO 면목,"서울특별시 중랑구 면목로39길 11, 카멜리아쇼핑센타 2층 (면목동)"
넘버원짐,"서울특별시 은평구 통일로 815, 성보빌딩 3층 (대조동)"
김재환짐,"서울특별시 서초구 반포대로28길 50, 지하1층 (서초동)"
렛츠런 24hour 휘트니스,"서울특별시 강서구 강서로 43, B201호 (화곡동, 도양라비앙타워)"
Fit To be 815,"서울특별시 서초구 남부순환로364길 8-15, 동일빌딩 3층 (양재동)"
연신내역 스포애니 (주)케이디스포츠,"서울특별시 은평구 연서로 216, 지층 (대조동, 대조동아트캐슬주상복합)"
하프 앤 더블(319),서울특별시 강남구 삼성로103길 6 (삼성동)
휘트니스 피플,"서울특별시 동작구 동작대로27길 5, A동 5층 (사당동)"
파크짐 왕십리점,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 지하1,2층 (행당동)"
아크로짐 구의점,"서울특별시 광진구 광나루로 604, 지하1층 (구의동, 진넥스 베르디엠)"
파프짐 도곡점,서울특별시 강남구 언주로30길 27 (도곡동)
랜드짐,"서울특별시 은평구 통일로 780 (불광동, 미성아파트)"
DM휘트니스,서울특별시 송파구 오금로24길 13 (송파동)
The Movement,"서울특별시 마포구 동교로27길 102, 지하1층 (연남동)"
블랙멀티짐(서울대점),"서울특별시 관악구 관악로 217, 10층 (봉천동)"
리오 퍼스널 트레이닝,"서울특별시 양천구 오목로 300, 205동 208호 (목동, 현대하이페리온2)"
드림팩토리(Dream Factory),"서울특별시 서초구 잠원로 148 (잠원동, 잠원연합상가 지하1층)"
논현역점 스포애니 주)케이디스포츠,"서울특별시 강남구 학동로4길 15, B01호, B03호, B04호, B05호호 (논현동, 동화상가1)"
하늘스포츠재활센터,서울특별시 동대문구 천호대로 317 (답십리동)
베네짐,서울특별시 중구 다산로 240 (신당동)
데일리 피트니스,"서울특별시 송파구 동남로 202 (가락동, 광성빌딩)"
다온핏,서울특별시 구로구 개봉로20길 78 (개봉동)
(주)조선호텔앤리조트스테이트타워남산GYM,서울특별시 중구 퇴계로 100 (회현동2가)
(주)그레이트짐,"서울특별시 서초구 남부순환로347길 101 (서초동, 지하1층)"
위짐(we Gym),서울특별시 노원구 동일로174길 44 (공릉동)
프라이빗 웰니스,"서울특별시 용산구 이태원로 267, 2층 (한남동)"
노원헬스,서울특별시 노원구 노해로 488 (상계동)
짐퍼스트 청담,"서울특별시 강남구 학동로68길 7 (삼성동,힐스테이트1단지 상가 4층)"
에이블짐 암사역점,"서울특별시 강동구 올림픽로 787 (암사동, 태성프라자)"
태영휘트니스,"서울특별시 마포구 월드컵북로 207, 2층 (성산동, 근영빌딩)"
라인에 반하다(305),"서울특별시 강남구 남부순환로 2912  (대치동,그랑프리엔상가 301호)"
옵티멀휘트니스(optimal fitness),"서울특별시 서초구 사평대로22길 14, 2층 (반포동)"
센트리얼 휘트니스 옥수점,"서울특별시 성동구 독서당로40길 39, 옥수 어울림 (옥수동)"
스포짐 용산점,"서울특별시 용산구 백범로 341, 지하 108,109,118,119호 (문배동, 리첸시아 용산B)"
멤버쉽 휘트니스 플레이 바이 어스,"서울특별시 강남구 논현로10길 29, 5층 (개포동)"
BNB 퍼스널 트레이닝 스튜디오,"서울특별시 강남구 압구정로46길 35, 2층 (신사동)"
헬스보이짐 장안점,"서울특별시 동대문구 장한로 119, 지층 (장안동)"
맨하탄 체력장,"서울특별시 영등포구 국제금융로6길 33, 지하1층 (여의도동)"
나다피트니스,서울특별시 양천구 목동중앙북로 74 (목동)
슬림 투 바디(SLIM TO BODY GYM)(300),"서울특별시 강남구 언주로172길 30 (신사동,2층)"
열정PT,"서울특별시 강북구 인수봉로6길 62, 지1층 (미아동)"
VKNY Gym(비키니짐),"서울특별시 마포구 양화로7안길 12, 지하1층 (서교동)"
위너핏PT스튜디오,"서울특별시 용산구 한강대로 282, 2층 (남영동)"
시흥점 스포애니 (주)케이디스포츠,"서울특별시 금천구 금하로 720, 4층 402호 (시흥동, 에벤에셀프라자)"
커브스 우장산클럽,"서울특별시 강서구 강서로45길 9, 401호 (화곡동)"
네추럴 홍 휘트니스,서울특별시 송파구 마천로 250 (거여동)
휘트니스 클리닉(294),"서울특별시 강남구 역삼로 170 (역삼동,B1)"
투엑스 휘트니스(293),"서울특별시 강남구 삼성로 155 (대치동,B2)"
대치 인,"서울특별시 강남구 삼성로 212, 편의동 103호 (대치동, 은마상가)"
서울대입구점 스포애니 주)케이디스포츠,"서울특별시 관악구 남부순환로 1855, 지하1층 (봉천동)"
파인휘트니스,"서울특별시 서초구 방배로 127 (방배동, 지하1, 지하2)"
코끼리짐,"서울특별시 구로구 경인로 368, 3층 (개봉동, 삼성디지털플라자)"
커브스 창동클럽,"서울특별시 도봉구 노해로65길 10 (창동, 7층)"
커브스거여클럽,"서울특별시 송파구 오금로 507, 거여빌딩 5층 501호 (거여동)"
라인짐 휘트니스,"서울특별시 양천구 신정이펜2로 12, B101,B201호 (신정동, 이펜하우스타워)"
드림핏퍼스널트레이닝(DreamFit Personaltraining),"서울특별시 마포구 양화로 64, 지202호 (서교동)"
케이불스 휘트니스 마포구청역점,"서울특별시 마포구 월드컵로 196, 지하2층 (성산동, 대명비첸시티)"
벧쎌RC,서울특별시 서초구 남부순환로337가길 33 (서초동)
올라운드짐,"서울특별시 구로구 디지털로 306, 4층 407,408호 (구로동, 대륭포스트타워2차)"
the Fitness LAB,"서울특별시 서초구 동광로 101, 우림빌딩 2층 (방배동)"
함서Gym 휘트니스,"서울특별시 구로구 가마산로 291, 지하2층 (구로동, 케이티텔레캅빌딩 )"
아이짐,"서울특별시 마포구 토정로 296, 이연빌딩 3층 (용강동)"
S-fit,"서울특별시 마포구 독막로 145, 2층 (창전동, 서강쌍용예가 근린시설2단지동 )"
핵 짐,"서울특별시 강서구 화곡로 420, 8층 (등촌동)"
우리짐,"서울특별시 마포구 월드컵로 29, 4층 (합정동, 제이에이치빌딩)"
웰니스 휘트니스,"서울특별시 마포구 월드컵북로54길 17, 지층 105-106호 (상암동, 사보이시티DMC)"
인스타일 휘트니스,"서울특별시 강서구 화곡로 398, 4층 (등촌동)"
골든짐 잠실점,"서울특별시 송파구 올림픽로 106 (잠실동, 상록빌딩)"
휘트니스2.0(290),"서울특별시 강남구 논현로152길 13, 지하1층 (신사동)"
Fit Boss GYM,"서울특별시 구로구 새말로16길 56, 1층 101호 (구로동, 예원아파트)"
스포벡 휘트니스,"서울특별시 마포구 마포대로 204, 지하1층 (아현동, SK허브블루오피스텔)"
바디퍼포먼스 짐,"서울특별시 광진구 천호대로 548, 지하1층 (군자동)"
크로스핏 에이블,"서울특별시 송파구 석촌호수로 272, 지하1층 (송파동)"
붐파크휘트니스,"서울특별시 구로구 공원로 63, 지하3층층 301호 (구로동, 희훈타워빌)"
커브스 둔촌클럽,"서울특별시 강동구 양재대로 1335, 동부빌딩  201호 (성내동)"
애플짐플러스,"서울특별시 강서구 수명로 80, 7층 (내발산동)"
커브스 길동클럽,"서울특별시 강동구 양재대로 1484-1, 4층 (길동, 서원빌딩)"
스포애니 응암오거리점,"서울특별시 은평구 응암로 193 (응암동, 2.3층)"
커브스 당산클럽,"서울특별시 영등포구 당산로44길 3, 303호 (당산동5가)"
휘트니스클럽 36.5(288),"서울특별시 강남구 도곡로 442 (대치동,402,502)"
MAREE PT,"서울특별시 강서구 양천로57길 9-14, 401호 (가양동)"
더 베스트,"서울특별시 성북구 동소문로 190, 지하2층 (돈암동)"
에이블짐 노원역 2호점,서울특별시 노원구 동일로 1401 (상계동)
세븐짐 휘트니스,서울특별시 광진구 능동로7길 50 (자양동)
짐박스피트니스 봉천점,서울특별시 관악구 청룡1길 2 (봉천동)
김정민 퍼스널 트레이닝 스튜디오,서울특별시 노원구 상계로1길 62-51 (상계동)
(주)영자피트니스 이수방배,서울특별시 서초구 동작대로 지하 134 (방배동)
저스트짐,"서울특별시 강남구 역삼로8길 15, 지하1층, 1층 (역삼동)"
AC호텔 바이메리어트 서울강남,서울특별시 강남구 테헤란로25길 10 (역삼동)
이코리아PTGYM,"서울특별시 송파구 위례성대로22길 18, 2층 (오금동)"
머슬킹 둔촌점,"서울특별시 강동구 천호대로 1186, 지하1층 (둔촌동, 원경빌딩)"
머슬맥스튜디오(284),"서울특별시 강남구 도산대로 134, B02호 (논현동,페이토빌딩)"
어썸어스 스튜디오,"서울특별시 강남구 테헤란로70길 12 (대치동,B1)"
헬스박스,서울특별시 은평구 응암로13길 24 (응암동)
(주)제이브로짐,"서울특별시 강남구 선릉로148길 41 (청담동,지하1층)"
골든핏 프라이빗 짐(275),"서울특별시 강남구 언주로 807 (신사동,6층)"
파워라인 휘트니스 클럽,"서울특별시 성북구 서경로11길 6, 3층 (정릉동)"
에이블짐 신논현역,서울특별시 서초구 사평대로 371 (반포동)
헤세드(274),"서울특별시 강남구 학동로101길 33 (청담동, 청담상가)"
제프웰니스센터,서울특별시 서대문구 연희맛로 27 (연희동)
(주)인스타짐 구로디지털단지역점,"서울특별시 구로구 디지털로29길 38, 에이스테크노타워Ⅲ B103, 104호호 (구로동)"
고릴라멀티짐 연신내점,"서울특별시 은평구 통일로 856, 메트로타워 6층 (불광동)"
스포119 방학역점,"서울특별시 도봉구 도봉로152길 26, 5층 (방학동, 렉시온프라자)"
파이널짐,"서울특별시 송파구 백제고분로41길 7-15, 굿피플오피스 송파 8층 (송파동)"
머슬앤모션,"서울특별시 양천구 오목로 328, 4층 (목동)"
골프베이휘트니스,"서울특별시 광진구 자양로 109 (자양동, 구의현대홈시티 지하 101호)"
청계스포츠(체력단련장),서울특별시 동대문구 천호대로 23 (신설동)
크로스핏 압구정(344),서울특별시 강남구 논현로176길 14 (신사동)
린 필라테스 앤 엑서프리(343),서울특별시 강남구 압구정로 467 (청담동)
레벨에이치,"서울특별시 마포구 백범로 202, 2층 (신공덕동, KCC웰츠타워 상가동)"
슬림한 바디,"서울특별시 금천구 시흥대로 362, 지하층 101호 (독산동, 림스빌딩)"
크로스핏 뉴젠,"서울특별시 마포구 와우산로18길 12, 지하1층 (서교동, LK빌딩)"
크로스핏 라온,"서울특별시 광진구 아차산로 294 (자양동, 지하1층)"
스타트짐,서울특별시 성동구 왕십리로21길 6 (행당동)
세종텔레콤 피트니스 센터,"서울특별시 강동구 상일로10길 36 (상일동, 세종텔레콤지식산업센터)"
티엔슈튜디오,"서울특별시 송파구 삼학사로19길 38-1, 지하1층 (삼전동)"
M PT GYM,서울특별시 강동구 양재대로128길 25 (명일동)
PT클럽,"서울특별시 송파구 백제고분로11길 35, 3층 (잠실동)"
드림라인휘트니스,"서울특별시 은평구 수색로 195, 지층 (증산동)"
파워슈로스 운동센터,"서울특별시 서초구 서초대로 6 (방배동, 구산빌딩 4층)"
고투 피트니스 앤 골프,서울특별시 영등포구 선유로 70 (문래동3가)
사가정역점 스포애니 주)케이디스포츠,"서울특별시 중랑구 면목로44길 28, 지하1층 (면목동, 아람플러스리빙)"
에스바디짐 독산점,"서울특별시 금천구 벚꽃로 73, 302~304-1호 (독산동, 금천현대아파트)"
더디젤,서울특별시 송파구 백제고분로22길 4 (삼전동)
Fitness2.0 PT Studio,"서울특별시 양천구 목동로 181, 302호 (신정동)"
Fit Club,"서울특별시 용산구 녹사평대로 240, 204호 (이태원동, 기업은행)"
이지피티스튜디오,"서울특별시 광진구 구의강변로 106, 2층 201호 (구의동, 삼성쉐르빌)"
체대입시FA 은평제1캠퍼스,"서울특별시 은평구 연서로 130, 대지빌딩 외 1개소(은평로 147, 미주빌딩 3층) (역촌동)"
에이블짐 중계점,"서울특별시 노원구 동일로204가길 34, 지층 155호 (중계동)"
마이프라이빗짐,서울특별시 양천구 국회대로 279 (목동)
제니스 스포츠클럽,서울특별시 구로구 안양천로539길 11 (고척동)
헬스보이,서울특별시 서대문구 증가로25길 33 (북가좌동)
아놀드홍짐,"서울특별시 마포구 신촌로 134, 지하1층 (노고산동, 교보생명빌딩)"
투엑스휘트니스,"서울특별시 동대문구 한천로 42 (장안동, 위더스빌)"
세븐짐,"서울특별시 마포구 성암로13길 47, 3층 (상암동)"
INUS 휘트니스(340),서울특별시 강남구 영동대로 602 (삼성동)
Lion GYM,"서울특별시 서초구 서초대로65길 13-10 (서초동, 서초래미안@상가동 207호)"
이큐빅희트니스,"서울특별시 은평구 응암로 286, 성림빌딩 2층 (응암동)"
제이 퍼스널 트레이닝 스튜디오,"서울특별시 광진구 아차산로 477, 지하1층 (구의동)"
가양헬스클럽,"서울특별시 강서구 허준로 139, 2층 (가양동, 강변아파트관리사무동)"
잼짐(GEM GYM),"서울특별시 서초구 서초중앙로 217 (반포동, 대동빌딩 지하1층)"
비터스윗코리아,"서울특별시 광진구 구의강변로 106, 101동 지하1층 114(113호일부포함)호 (구의동, 삼성쉐르빌)"
업투 선사역점,서울특별시 강동구 고덕로 109 (암사동)
팀레드,"서울특별시 용산구 원효로 255, 2층 (원효로1가)"
Fit In Cool,"서울특별시 용산구 대사관로19길 7, 2층 (한남동)"
진풍헬스,서울특별시 영등포구 도신로 94 (신길동)
에이디스짐(337),"서울특별시 강남구 삼성로149길 10, 201호 (청담동)"
핏바디스튜디오,"서울특별시 서초구 서초대로73길 54 (서초동, 디오빌강남오피스텔 201호)"
(주)스퀘어짐,"서울특별시 강서구 화곡로63길 93, 지하1층 B1-01호~B1-03호 (등촌동, 신송타워)"
신내헬스,"서울특별시 중랑구 신내로 127, 지하1층 (신내동, 신내9단지신내아파트)"
웰니스프리미엄클럽(AR_지종득),서울특별시 강동구 고덕로 164 (명일동)
핏타운,서울특별시 영등포구 영등포로 59 (양평동1가)
브이핏1:1퍼스널트레이닝,"서울특별시 양천구 목동서로 63, 302호 (목동)"
시립서울청소년센터,서울특별시 중구 을지로11길 15 (수표동)
강남역2호점 스포애니 주)케이디스포츠,"서울특별시 서초구 서초대로78길 44 (서초동, 나산스위트 지하1층)"
(주)케이에스 스포짐컴퍼니,"서울특별시 강남구 도곡로 408 (대치동, 지하1층)"
더핏(335),"서울특별시 강남구 언주로30길 13 (도곡동, 대림아크로텔 2층)"
TRUST GYM,"서울특별시 동대문구 휘경로 15, 6,7층 (이문동)"
킹핏(334),"서울특별시 강남구 선릉로 833, 태영빌딩 4층 (신사동)"
제이팀,서울특별시 송파구 올림픽로 435 (신천동)
마크짐 석촌점,서울특별시 송파구 송파대로 405 (석촌동)
엠비휘트니스,서울특별시 중구 다산로 111 (신당동)
G.O PT Studio,"서울특별시 서초구 명달로 116 (서초동, 2층)"
파크짐 약수점,서울특별시 중구 다산로 185 (신당동)
THE GYM 휘트니스 대치점,서울특별시 강남구 도곡로 413 (대치동)
휘트니스센터,서울특별시 중구 세종대로 58 (남대문로4가)
워라밸 피트니스,"서울특별시 도봉구 도봉로150가길 27, 지1층 B101호 (방학동)"
최용욱PTS(331),서울특별시 강남구 선릉로152길 32 (청담동)
라인팩토리,"서울특별시 구로구 개봉로 72, 3층 (개봉동)"
반트짐,"서울특별시 용산구 이촌로 200, 301, 305호 (이촌동, LG프라자)"
코지짐(330),서울특별시 강남구 남부순환로 2921 (대치동)
투바디짐,"서울특별시 중랑구 봉우재로 73, 2,3층 201,202,302호 (상봉동)"
제이짐,서울특별시 강북구 삼양로 516 (수유동)
머스트 짐,"서울특별시 양천구 목동로 218, 4층 (목동)"
티랩스튜디오 시그니처 서초점,"서울특별시 서초구 효령로 190, 비선빌딩 지하1층 (서초동)"
일모션(329),서울특별시 강남구 테헤란로52길 17 (역삼동)
슬림앤스트롱(328),서울특별시 강남구 압구정로79길 54 (청담동)
STEADY(스테디),"서울특별시 강남구 도산대로35길 39, 지하1층 (신사동)"
쥬빌짐,"서울특별시 서초구 서운로 208 (서초동, 삼호서초동종합상가 211,212호)"
휘트니스 바빌론,"서울특별시 영등포구 은행로 11, 지하1층 (여의도동, 일신빌딩)"
엠에프(MF),"서울특별시 관악구 남부순환로 1474, 3-4층 (신림동)"
휴먼(HUMAN)휘트니스,"서울특별시 도봉구 도봉로104길 53, 3층 (창동)"
바디채널핏 독산점,서울특별시 금천구 시흥대로 392 (독산동)
고마워 휘트니스,"서울특별시 서초구 서초중앙로 166 (서초동, 지하1층)"
드림오브바디,"서울특별시 영등포구 영등포로 364, 5층 (신길동)"
엔터짐,"서울특별시 마포구 동교로23길 14, 3층 (동교동, 국제빌딩)"
오웰,서울특별시 송파구 동남로20길 25 (가락동)
멀티짐 2.0,"서울특별시 은평구 응암로21가길 20, 상가동 2층 (응암동, 마이유아파트)"
휘트니스 Aiden,"서울특별시 마포구 양화로 192, 5층 (동교동, 대영빌딩)"
꿀핏휘트니스,"서울특별시 노원구 노원로 560, 301~4호 (상계동)"
글로리짐,서울특별시 송파구 백제고분로31길 14 (삼전동)
행복애짐,"서울특별시 마포구 방울내로 70, 지하1층 (망원동)"
더스마트짐,"서울특별시 마포구 월드컵북로 218, 지하1층 (성산동)"
시티짐,"서울특별시 노원구 한글비석로8길 29 (중계동, 중계6단지주공아파트상가동  2층)"
발리휘트니스,"서울특별시 은평구 서오릉로 110, 삼두빌딩 3층 (대조동)"
카인드 짐,"서울특별시 강동구 아리수로 427, 중앙프라자 10층 (강일동)"
카인드짐24시휘트니스,"서울특별시 도봉구 도봉로 578, 지1층 (창동)"
Muscle96 GYM,"서울특별시 마포구 양화로 127, 지하1층 (서교동)"
체대입시 FA,서울특별시 강북구 도봉로 403 (수유동)
고릴라멀티짐 중계점,"서울특별시 노원구 한글비석로 232 (중계동, 유경데파트 4층)"
프리짐 휘트니스,서울특별시 송파구 올림픽로47길 19 (풍납동)
뉴욕휘트니스,서울특별시 구로구 개봉로3길 9 (개봉동)
커브스 길음클럽,"서울특별시 성북구 길음로 20, 상가동 4층 409~412호 (길음동, 길음뉴타운 래미안6단지)"
CORE LAB,"서울특별시 영등포구 문래로 83 (문래동3가, 아라비즈타워 308,309호)"
H 스튜디오,"서울특별시 용산구 대사관로 76, 4층 3호 (한남동)"
JY FITNESS,"서울특별시 강서구 강서로13길 3, B2, 2층 (화곡동, 동진빌딩)"
제로짐,"서울특별시 성북구 화랑로 280, 5층 (석관동)"
드림스타 휘트니스(323),서울특별시 강남구 학동로 201 (논현동)
주식회사 더랩스피트니스 강동구청점,"서울특별시 강동구 성내로 34, 성안빌딩 5층 (성내동)"
움 Gym,"서울특별시 금천구 서부샛길 606, 312~315호 (가산동, 대성 디폴리스)"
커브스 종암클럽,"서울특별시 성북구 종암로 113, 3층 (종암동)"
RSM 휘트니스,서울특별시 금천구 가산디지털2로 30 (가산동)
블루짐,"서울특별시 마포구 월드컵북로 502, 3층 (상암동, 월드컵파크 플라자)"
투엑스휘트니스컨설팅(주),"서울특별시 강남구 언주로 101  (개포동,2층)"
스포웰짐 신내점,"서울특별시 중랑구 봉화산로 194, 신아타운 10층 (신내동)"
커브스홍제클럽,"서울특별시 서대문구 통일로39가길 30, 5층 (홍제동, 해명빌딩)"
아크로짐 발산역점 24시 휘트니스,"서울특별시 강서구 공항대로 271, 5층(504), 6층 (마곡동, 이천이프라자)"
커브스 신내클럽,"서울특별시 중랑구 신내로 71, 5층 (신내동)"
번 휘트니스,"서울특별시 강북구 월계로37길 129, 3층 (번동, 기산그린아파트 상가)"
업투 압구정로데오역점,서울특별시 강남구 선릉로 823 (신사동)
S&S,"서울특별시 성북구 숭인로 56, 5층 (길음동)"
해가든짐,"서울특별시 동작구 서달로 150, 지1층 (흑석동, 이랜드해가든)"
탐 휘트니스,"서울특별시 도봉구 마들로 664-11, 301호 (도봉동, 현대리치타운)"
스카이 P.P,서울특별시 중구 마른내로 146 (쌍림동)
라이프 휘트니스,서울 양천구 오목로 160 신호빌딩 B1층
모어짐(체력단련장),"서울특별시 동작구 상도로 241, 지1층 (상도동)"
맥 클라우드,"서울특별시 광진구 아차산로 355, 3층 (자양동)"
(주)파크짐 서울역점,서울특별시 중구 칠패로 42 (봉래동1가)
Gym 360+,"서울특별시 서초구 서래로3길 3 (반포동, 3층)"
참깨체육관 by 짐마일로,"서울특별시 서초구 신반포로 45 (반포동, 디부럭상가아파트 14-1호)"
서프라이즈짐,"서울특별시 강남구 남부순환로365길 39, 2층 (도곡동)"
클래스짐 서초구,"서울특별시 서초구 효령로 289 (서초동, 3층)"
비나이더PT&필라,"서울특별시 강동구 상암로 11 (암사동, 선사현대아파트)"
